,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
2086,0345452569,A Cold Heart (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2003,Ballantine Books
2087,0061091464,The Thief of Always,Clive Barker,1993,HarperTorch
2088,0670825379,The Satanic Verses,Salman Rushdie,1989,Viking Books
2089,0449217191,The Edge,Dick Francis,1990,Fawcett Books
2090,0440127793,Galapagos,"Kurt, Jr. Vonnegut",1986,Dell
2091,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday
2092,0743236742,The Ultimate Weight Solution: The 7 Keys to Weight Loss Freedom,Phil McGraw,2003,Free Press
2093,1400060737,The Birth of Venus,Sarah Dunant,2004,Random House
2094,0375413596,The White,Deborah Larsen,2002,Alfred A. Knopf
2095,034543739X,Until the Real Thing Comes Along (Ballantine Reader's Circle),ELIZABETH BERG,2000,Ballantine Books
2096,0553268937,The Water Is Wide,PAT CONROY,1987,Bantam
2097,0060192704,"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",Judy Sheindlin,1999,Cliff Street Books
2098,0380722704,Charms for Easy Life,Kaye Gibbons,1994,Avon
2099,0553263226,The Bourne Supremacy,Robert Ludlum,1987,Bantam
2100,0671525425,Heaven,V.C. Andrews,1985,Pocket
2101,0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette
2102,0425179885,The Devil's Code,John Sandford,2004,Berkley Publishing Group
2103,0020442203,"Lion, the Witch and the Wardrobe",C.S. Lewis,1970,MacMillan Publishing Company.
2104,0553211374,Persuasion,Jane Austen,1984,Bantam Books
2105,0425175111,A Stitch in Time (Needlecraft Mysteries),Monica Ferris,2000,Prime Crime
2106,0671001132,DEAD BY SUNSET : DEAD BY SUNSET,Ann Rule,1996,Pocket
2107,0671793535,A Rose For Her Grave & Other True Cases (Ann Rule's Crime Files),Ann Rule,1993,Pocket
2108,0671868691,Bitter Harvest,Ann Rule,1999,Pocket
2109,0671793543,You Belong to Me and Other True Cases (Ann Rule's Crime Files: Vol. 2),Ann Rule,1994,Pocket
2110,0671025341,"A Rage To Kill and Other True Cases : Anne Rule's Crime Files, Vol. 6 (Ann Rule's Crime Files)",Ann Rule,1999,Pocket
2111,0446601977,Parable of the Sower,Octavia E. Butler,1995,Warner Books
2112,0393307050,Master and Commander (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton & Company
2113,0452282934,Backpack,Emily Barr,2002,Plume Books
2114,0375414053,"I Don't Know How She Does It: The Life of Kate Reddy, Working Mother",Allison Pearson,2002,Alfred A. Knopf
2115,0441001971,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books
2116,0070064601,Family: The Ties That Bind and Gag!,Erma Bombeck,1987,McGraw-Hill Companies
2117,0373218419,Blithe Images,Nora Roberts,2003,Silhouette
2118,0440222842,Five Days in Paris,DANIELLE STEEL,1997,Dell
2119,3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb
2120,0385319851,At Weddings and Wakes,Alice McDermott,1999,Delta Trade Paperbacks
2121,0316789976,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997,"Little, Brown"
2122,0671519816,Inca Gold (Clive Cussler),Clive Cussler,1995,Pocket
2123,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
2124,0061097861,Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins
2125,0446609145,Void Moon,Michael Connelly,2001,Warner Vision
2126,0553575406,Murder on the Prowl,RITA MAE BROWN,1999,Bantam
2127,0679433740,Paradise,Toni Morrison,1998,Alfred A. Knopf
2128,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books
2129,0451523326,Jane Eyre,Charlotte Bronte,1988,Signet Classics
2130,038079439X,Expendable,James Alan Gardner,1999,Eos
2131,0060934913,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,Ecco
2132,0899193625,"The Beans of Egypt, Maine",Carolyn Chute,1985,Ticknor & Fields
2133,0679736042,Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA
2134,0156005891,Eden Close,Anita Shreve,1998,Harvest Books
2135,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway
2136,0618526412,The Heart Is a Lonely Hunter (Oprah's Book Club),Carson McCullers,2004,Houghton Mifflin Co
2137,0060652934,The Screwtape Letters,C. S. Lewis,2001,Harper SanFrancisco
2138,0670032891,The Well of Lost Plots: A Thursday Next Novel,Jasper Fforde,2004,Viking Books
2139,0449216411,Legacy,James A. Michener,1990,Fawcett Books
2140,0380807939,A Season Beyond a Kiss,Kathleen E. Woodiwiss,2000,Avon Trade
2141,0425098400,Celestial Navigation,Anne Tyler,1993,Ivy Books
2142,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books
2143,0385297661,Daddy,Danielle Steel,1989,Delacorte Press
2144,0345362721,Peachtree Road,Anne Rivers Siddons,1989,Ballantine Books
2145,0446802204,Master of the Game,Sidney Sheldon,1983,Not Avail
2146,0446329894,If Tomorrow Comes,Sidney Sheldon,1986,Warner Books> C/o Little Br
2147,0786889551,The Pied Piper,Ridley Pearson,1999,Hyperion
2148,0786889667,The First Victim,Ridley Pearson,2000,Hyperion
2149,044023574X,After the Fire,Belva Plain,2001,Dell Publishing Company
2150,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books
2151,0553272616,The Unloved,John Saul,1988,Bantam Books
2152,0449212750,Murder in the CIA (Capital Crime Mysteries),Margaret Truman,1991,Fawcett Books
2153,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins
2154,0425166929,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost,John Edward,2000,Berkley Publishing Group
2155,0312958129,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press
2156,0385336314,Dating Game,Danielle Steel,2003,Delacorte Press
2157,0590477331,Mr. Popper's Penguins,Richard Atwater,1994,Scholastic Inc
2158,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books
2159,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,Bantam Classics
2160,0446603929,See How They Run,James Patterson,1997,Warner Books
2161,0553213180,Anne's House of Dreams,L.M. MONTGOMERY,1983,Bantam Classics
2162,0440177049,Season of Passion,Danielle Steel,1980,Dell
2163,0446518581,Border Music,Robert James Waller,1995,Warner Books
2164,0971181802,E-Wally and the Quest,Judy Shasek,2001,Inventeam Llc
2165,0380712040,Black Cherry Blues: A Dave Robicheaux Novel,James Lee Burke,1990,Avon
2166,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
2167,0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books
2168,0385509472,Diary: A Novel,Chuck Palahniuk,2003,Doubleday
2169,0060988649,Lost: A Novel,Gregory Maguire,2002,Regan Books
2170,0380725711,"Say You Love Me (Malory, No. 5)",Johanna Lindsey,1997,Avon
2171,0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch
2172,0425182886,Pot Shot,Robert B. Parker,2002,Berkley Publishing Group
2173,0425179559,Hugger Mugger,Robert B. Parker,2001,Berkley Publishing Group
2174,0425174018,Hush Money (Spenser Mysteries),Robert B. Parker,2000,Berkley Publishing Group
2175,0425157474,Chance,Robert B. Parker,1997,Berkley Publishing Group
2176,0425152901,Thin Air,Robert B. Parker,1996,Berkley Publishing Group
2177,0425147746,Walking Shadow,Robert B. Parker,1996,Berkley Publishing Group
2178,0425141551,Paper Doll,Robert B. Parker,1996,Berkley Publishing Group
2179,0425137937,Double Deuce,Robert B. Parker,1993,Berkley Publishing Group
2180,0425132935,Pastime,Robert B. Parker,1996,Berkley Publishing Group
2181,0515117234,Wild Horses,Dick Francis,1995,Jove Books
2182,0452281881,e,Matt Beaumont,2000,Plume Books
2183,0684195488,Accordion Crimes,E. Annie Proulx,1996,Scribner
2184,0440220424,Having Our Say : The Delany Sisters' First 100 Years,SARAH L. DELANY,1994,Dell
2185,0871134799,Suicide Blonde,Darcey Steinke,1992,Pub Group West
2186,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
2187,0553574604,Icon,Frederick Forsyth,1997,Bantam Books
2188,0373250207,Fishbowl (Red Dress Ink (Paperback)),Sarah Mlynowski,2002,Red Dress Ink
2189,0671003941,JOURNEY INTO DARKNESS (Lisa Drew Books (Paperback)),John E. Douglas,1997,Pocket
2190,0802131786,Tropic of Cancer,Henry Miller,1987,Grove Press
2191,0821772341,Kentucky Rich,Fern Michaels,2002,Kensington Publishing Corporation
2192,0440237025,Journey,Danielle Steel,2001,Dell Publishing Company
2193,0312306326,Visions of Sugar Plums,Janet Evanovich,2002,St. Martin's Press
2194,0061031550,Triggerfish Twist,Tim Dorsey,2003,HarperTorch
2195,0451169522,Misery,Stephen King,2004,Penguin USA (Paper)
2196,0805054081,The Book of Illusions: A Novel,Paul Auster,2002,Henry Holt and Co.
2197,0060927216,Paula,Isabel Allende,1996,Perennial
2198,1853261580,The Little Prince (Wordsworth Collection),Antoine de Saint-ExupÃ©ry,1998,NTC/Contemporary Publishing Company
2199,0061093335,"Nora, Nora: A Novel",Anne Rivers Siddons,2001,HarperTorch
2200,1551669021,Like Silk,Mary Lynn Baxter,2002,Mira
2201,0446602450,Spencerville,Nelson DeMille,1995,Warner Books
2202,0061031321,Thief of Time,Terry Pratchett,2002,HarperTorch
2203,0446359750,Devices and Desires,Phyllis White,1991,Warner Books
2204,0440208513,The Evening News,Arthur Hailey,1991,Dell
2205,0061054895,Soul Music (Discworld Novels (Paperback)),Terry Pratchett,1995,HarperTorch
2206,0688177867,The Book Borrower: A Novel,Alice Mattison,2000,Perennial
2207,0767916069,Under the Tuscan Sun : At Home in Italy,FRANCES MAYES,2003,Broadway
2208,0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper)
2209,0553580906,Claws and Effect,RITA MAE BROWN,2002,Bantam
2210,044022103X,One True Thing,Anna Quindlen,1995,Dell
2211,0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books
2212,0451179803,Spandau Phoenix,Greg Iles,1994,Signet Book
2213,0451203593,24 Hours,Greg Iles,2001,Signet Book
2214,0764223305,The Covenant (Abram's Daughters),Beverly Lewis,2002,Bethany House Publishers
2215,0812507436,"People of the River (The First North Americans series, Book 4)",W. Michael Gear,1993,Tor Books
2216,0451180232,Nightmares & Dreamscapes,Stephen King,2004,Signet Book
2217,0590453688,"Say Cheese and Die! (Goosebumps, No 4)",R. L. Stine,1995,Scholastic
2218,0451137965,Thinner,Stephen King,1985,New Amer Library
2219,0553266578,The Unwanted,John Saul,1987,Bantam Books
2220,0449219550,Longshot,Dick Francis,1994,Fawcett Books
2221,0425128164,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group
2222,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
2223,0451162145,Koko,Peter Straub,1995,Signet Book
2224,042510687X,Outbreak,Robin Cook,1991,Berkley Publishing Group
2225,0553262645,Nathaniel,John Saul,1984,Bantam Books
2226,0553573616,My Point...And I Do Have One,ELLEN DEGENERES,1996,Bantam
2227,0515101230,The Cat Who Went Underground,Lilian Jackson Braun,1991,Jove Books
2228,0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,2001,Jove Books
2229,0786014245,She Loves Me Not,Wendy Corsi Staub,2003,Pinnacle Books
2230,0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,1997,Tor Fantasy
2231,0765346524,Wizard's First Rule (Sword Of Truth),Terry Goodkind,2003,Tor Books
2232,055357339X,"Assassin's Apprentice (The Farseer Trilogy, Book 1)",ROBIN HOBB,1996,Bantam
2233,0553209671,Sophies Choice,William Styron,1982,Bantam Doubleday Dell
2234,0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,Dell
2235,0006547834,Miss Smillas Feeling for Snow,Peter Hoeg,1994,Flamingo
2236,0553274325,Johnny Got His Gun,Dalton Trumbo,1983,Bantam Books
2237,0425105334,The Talisman,Stephen King,1991,Berkley Publishing Group
2238,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam
2239,0064400859,Dragonwings : Golden Mountain Chronicles: 1903 (Golden Mountain Chronicles),Laurence Yep,1977,HarperTrophy
2240,0064400565,Stuart Little,E. B. White,1974,HarperTrophy
2241,0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,Scholastic
2242,0590846280,The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),Dav Pilkey,1997,Little Apple
2243,0345379365,Remember,Barbara Taylor Bradford,1994,Ballantine Books
2244,0375758232,Paris to the Moon,Adam Gopnik,2001,Random House Trade
2245,0451172817,Needful Things,Stephen King,2004,Signet Book
2246,0671886665,A Cry In The Night,Mary Higgins Clark,1993,Pocket
2247,0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books
2248,0767915062,Bill Bryson's African Diary,BILL BRYSON,2002,Broadway
2249,1583224890,9-11,Noam Chomsky,2001,Seven Stories Press
2250,074322423X,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,2001,Free Press
2251,0312981589,Robert Ludlum's The Cassandra Compact (A Covert-One Novel),Robert Ludlum,2002,St. Martin's Paperbacks
2252,0060958014,Coastliners : A Novel,Joanne Harris,2003,Perennial
2253,051513595X,The Arraignment,Steve Martini,2003,Jove Pubns
2254,044021680X,Gai-Jin: A Novel of Japan,James Clavell,1994,Dell Publishing Company
2255,0440120500,The Dirty Duck,Martha Grimes,1990,Dell Publishing Company
2256,0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner
2257,0446606251,Snow in August,Pete Hamill,1998,Warner Books
2258,0446515078,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc
2259,0446300152,Fit for Life,Harvey Diamond,1987,Warner Books
2260,0060511508,The Further Observations of Lady Whistledown,Julia Quinn,2003,Avon
2261,0425130711,Cold Fire,Dean R. Koontz,1996,Berkley Publishing Group
2262,0451168089,'Salem's Lot,Stephen King,1990,Signet Book
2263,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books
2264,067172262X,Hamlet,William Shakespeare,1992,Washington Square Press
2265,055314300X,Bourne Identity,Robert Ludlum,1966,Bantam Doubleday Dell
2266,042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris,2001,Berkley Publishing Group
2267,0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group
2268,140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA
2269,0553260960,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1986,Bantam Books
2270,0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,1991,Star Trek
2271,0807508527,"The Boxcar Children (Boxcar Children, No 1)",Gertrude Chandler Warner,1989,Albert Whitman & Company
2272,037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers
2273,0380769557,Autumn Lover,Elizabeth Lowell,1996,Avon
2274,0671028383,Grave Secrets,Kathy Reichs,2003,Pocket Star
2275,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
2276,0091882087,One Hit Wonderland,Tony Hawks,2002,Ebury Press
2277,0380814811,Home for the Holidays,Johanna Lindsey,2001,Avon
2278,0671034057,Now You See Her,Linda Howard,1999,Pocket Books
2279,0671568841,All the Queen's Men,Linda Howard,2000,Pocket Star
2280,0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star
2281,055358068X,The Least Likely Bride,Jane Feather,2000,Bantam
2282,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books
2283,0553578685,The Third Victim,LISA GARDNER,2001,Bantam
2284,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press
2285,0553574639,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,Bantam Books
2286,006097673X,Autobiography of a Face,Lucy Grealy,1995,Perennial
2287,0786866845,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax
2288,0312989393,Queen Bee of Mimosa Branch,Haywood Smith,2003,St. Martin's Paperbacks
2289,0552146986,Inconceivable,Ben Elton,2000,Bantam Doubleday Dell
2290,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
2291,0374527229,Ex Libris : Confessions of a Common Reader,Anne Fadiman,2000,"Farrar, Straus and Giroux"
2292,0312253435,The Cassandra Compact: A Covert-One Novel,Robert Ludlum,2001,St. Martin's Press
2293,0312989385,The Janson Directive,Robert Ludlum,2003,St. Martin's Paperbacks
2294,0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",Anne Rice,2002,Ballantine Books
2295,0446603104,Seduction by Design,Sandra Brown,2002,Warner Books
2296,044011585X,Crossings,DANIELLE STEEL,1987,Dell
2297,0440200563,Fine Things,Danielle Steel,1988,Dell
2298,0425080021,Dune,Frank Herbert,1984,Berkley Publishing Group
2299,042511984X,The Face of Fear,Dean R. Koontz,1996,Berkley Publishing Group
2300,0060393823,Lost,Gregory Maguire,2001,ReganBooks
2301,0812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1997,Tor Books
2302,0671743058,Boy's Life,Robert McCammon,1992,Pocket
2303,0812580346,Flashforward,Robert J. Sawyer,2000,Tor Science Fiction
2304,0060952970,Ophelia Speaks : Adolescent Girls Write About Their Search for Self,Sara Shandler,1999,Perennial
2305,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
2306,0553278002,The Icarus Agenda,Robert Ludlum,1989,Bantam Books
2307,080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books
2308,0345369432,California Gold,John Jakes,1990,Ballantine Books
2309,0552999954,High Society,Ben Elton,2003,"Black Swan Books, Limited"
2310,0060652926,Mere Christianity,C. S. Lewis,2001,Harper SanFrancisco
2311,0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics
2312,0060931418,Their Eyes Were Watching God,Zora Neale Hurston,1998,Perennial
2313,0679455884,Home Town,Tracy Kidder,1999,Random House
2314,0515136557,The Cat Who Brought Down the House,Lilian Jackson Braun,2004,Jove Books
2315,0449204324,Blue Highways a Journey Into America,William Least Heat-Moon,1983,Ballantine Books
2316,0020198906,Joshua,Joseph F Girzone,1987,Macmillan
2317,0140089225,The Bone People,Keri Hulme,1986,Penguin Books
2318,0385425473,Wild Swans: Three Daughters of China,JUNG CHANG,1992,Anchor
2319,0743448642,Whispers and Lies,Joy Fielding,2003,Pocket Books
2320,0821769367,The Night Before,Lisa Jackson,2003,Zebra Books
2321,0440221919,The Blood Countess: A Novel,Andrei Codrescu,1996,Dell
2322,051512558X,The Overseer,Jonathan Rabb,1999,Jove Books
2323,0515132136,The Jury,Steve Martini,2002,Jove Books
2324,0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,Henry Holt & Company
2325,0805036504,N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1998,Henry Holt & Company
2326,0671024183,Morgan's Run,Colleen McCullough,2002,Pocket
2327,0451173392,The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting,Rachael F. Heller,1999,Signet Book
2328,0679434046,In the Kitchen With Rosie: Oprah's Favorite Recipes,Rosie Daley,1994,Alfred A. Knopf
2329,0425177351,Bio-Strike (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,2000,Berkley Publishing Group
2330,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks
2331,0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision
2332,0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books
2333,0440984696,Tiger Eyes,Judy Blume,1982,Laure Leaf
2334,0515114006,Private Scandals,Nora Roberts,1994,Jove Books
2335,0399149392,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,2002,Putnam Publishing Group
2336,0385413041,Beach Music,PAT CONROY,1995,Nan A. Talese
2337,0451523385,Wuthering Heights (Signet Classic),Emily Bronte,1993,Signet Book
2338,0140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,Penguin USA (Paper)
2339,0316769495,Franny and Zooey,J.D. Salinger,1991,"Little, Brown"
2340,0679452354,Still Me,Christopher Reeve,1998,Random House Inc
2341,0142003727,Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,Penguin USA (Paper)
2342,0553801341,From the Corner of His Eye,Dean R. Koontz,2000,Bantam Books
2343,0671039725,Carrie,Stephen King,2002,Pocket
2344,0345422317,The Genesis Code,John Case,1998,Ballantine Books
2345,0451142934,Skeleton Crew,Stephen King,1986,New Amer Library
2346,0786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,Hyperion Press
2347,0451408462,Drop Dead Gorgeous,Heather Graham,1998,Onyx Books
2348,0440173922,The Ring,Danielle Steel,1983,Dell
2349,0061031992,A Theory of Relativity,Jacquelyn Mitchard,2002,HarperTorch
2350,1551668084,Storm Warning,Dinah Mccall,2001,Mira
2351,051513306X,The Shape of Snakes,Minette Walters,2002,Jove Books
2352,0671042513,The Last Chance Cafe : A Novel,Linda Lael Miller,2003,Pocket Star
2353,0425104346,Darkfall,Dean R. Koontz,1996,Berkley Publishing Group
2354,0440237556,The Dark Highlander,Karen Marie Moning,2002,Dell Publishing Company
2355,0373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,2001,Harlequin
2356,0515130966,Riptide,Catherine Coulter,2001,Jove Books
2357,0375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,Vintage Books USA
2358,0440206146,Black Sunday,Thomas Harris,1991,Dell Publishing Company
2359,0684195976,BODY FARM,Patricia Cornwell,1994,Scribner
2360,0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group
2361,0449911519,Secret History : A Novel,DONNA TARTT,1996,Ballantine Books
2362,0440236754,Sunset in St. Tropez,Danielle Steel,2003,Dell Publishing Company
2363,0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book
2364,0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library
2365,0020199600,GREAT GATSBY (REISSUE),F. Scott Fitzgerald,1988,Scribner Paper Fiction
2366,0553560441,The Road to Omaha,Robert Ludlum,1993,Bantam Books
2367,0553297422,The Deceiver,Frederick Forsyth,1995,Bantam Books
2368,0449217264,Alaska,James A. Michener,1994,Fawcett Books
2369,0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books
2370,0345372050,You Just Don't Understand,DEBORAH TANNEN,1991,Ballantine Books
2371,0140276904,Jemima J,Jane Green,1994,Penguin Putnam~trade
2372,3404148665,Illuminati.,Dan Brown,2003,LÃ?Â¼bbe
2373,1551666650,Hurricane Bay,Heather Graham,2003,Mira Books
2374,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
2375,0553230212,Parsifal Mosaic,Robert Ludlum,1983,Bantam Doubleday Dell
2376,0440118700,Cry for the Strangers,John Saul,1986,Dell
2377,0380710897,Among Schoolchildren,Tracy Kidder,1990,Perennial
2378,0349105715,Complicity,Iain Banks,1994,Firebird Distributing
2379,0140441654,Utopia (Penguin Classics),Thomas More,1965,Penguin Books
2380,0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks
2381,0440236169,Birdman,Mo Hayder,2000,Dell Publishing Company
2382,0679723110,Grendel,John Champlin Gardner,1989,Vintage Books USA
2383,037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,2003,Red Dress Ink
2384,0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,2000,HarperTorch
2385,0441003389,Freedom's Landing,Anne McCaffrey,1996,Ace Books
2386,0441005314,Freedom's Choice,Anne McCaffrey,1998,Ace Books
2387,0061057894,Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey,1998,Eos
2388,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999,Carroll & Graf Publishers
2389,0393315606,Morality Play,Barry Unsworth,1996,W. W. Norton & Company
2390,0060936231,Soul Mountain,Gao Xingjian,2001,Perennial
2391,0449908798,Duplicate Keys,Jane Smiley,1993,Ballantine Books
2392,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
2393,0679774025,All over but the Shoutin',Rick Bragg,1998,Vintage Books USA
2394,1573222267,Blue Shoe,Anne Lamott,2002,Riverhead Books
2395,0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books
2396,0345460359,Drowning Ruth,CHRISTINA SCHWARZ,2003,Ballantine Books
2397,0064400018,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy
2398,0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985,HarperTrophy
2399,0385314280,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996,Delta
2400,0345285859,Shibumi,Trevanian,1980,Not Avail
2401,0804102988,Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books
2402,0440150167,Love and War,John Jakes,1985,Dell Publishing Company
2403,0425154882,Carriers,Patrick Lynch,1996,Berkley Publishing Group
2404,0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books
2405,0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group
2406,0448095017,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene,1930,Grosset & Dunlap
2407,0446359688,Red Phoenix,Larry Bond,1990,Warner Books
2408,0449902927,Feel the Fear and Do It Anyway,Susan Jeffers,1988,Ballantine Books
2409,1558745017,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
2410,0440221099,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island
2411,157322930X,High Maintenance,Jennifer Belle,2002,Riverhead Books
2412,0060915188,An American Childhood,Annie Dillard,1988,Perennial
2413,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
2414,0671873199,All That Glitters (Landry),V.C. Andrews,1995,Pocket
2415,0515099546,The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books
2416,0812542835,Reliquary,Douglas Preston,1998,Tor Books
2417,0553575937,Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery (Jane Austen Mysteries (Paperback)),Stephanie Barron,1997,Bantam Books
2418,0743410181,Temptation,Jude Deveraux,2001,Pocket Books
2419,0671502522,A Holiday Of Love,Judith McNaught,1994,Pocket
2420,0671744623,The Heiress,Jude Deveraux,1995,Pocket
2421,0330294911,Man Who Mistook His Wife for a Hat,Oliver Sacks,1994,Pan Books Ltd
2422,0142002798,"Mary, Called Magdalene",Margaret George,2003,Penguin Books
2423,0451160533,She Who Remembers,Linda Lay Shuler,1989,Signet Book
2424,0395927218,The Namesake,Jhumpa Lahiri,2003,Houghton Mifflin Company
2425,037576092X,Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,LAURIE NOTARO,2003,Villard
2426,0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books
