,User-ID,Location,Age
1344,48046,usa,35
1345,48057,canada,35
1346,48138,usa,29
1347,48213,usa,35
1348,48217,usa,40
1349,48261,usa,53
1350,48268,austria,18
1351,48355,usa,35
1352,48424,usa,49
1353,48468,usa,50
1354,48474,australia,32
1355,48494,usa,51
1356,48539,usa,23
1357,48579,usa,24
1358,48595,usa,23
1359,48630,usa,34
1360,48743,other,35
1361,48753,usa,35
1362,48787,unitedkingdom,36
1363,48911,usa,57
1364,48929,usa,35
1365,48970,usa,35
1366,48975,usa,35
1367,48995,usa,44
1368,49154,usa,41
1369,49155,other,26
1370,49177,other,35
1371,49212,usa,38
1372,49225,usa,35
1373,49262,usa,26
1374,49300,usa,35
1375,49314,usa,35
1376,49373,portugal,18
1377,49392,usa,28
1378,49404,usa,35
1379,49422,germany,35
1380,49423,usa,26
1381,49460,usa,37
1382,49582,france,29
1383,49635,usa,35
1384,49668,usa,45
1385,49683,usa,23
1386,49771,other,35
1387,49792,usa,35
1388,49842,usa,40
1389,49889,usa,35
1390,49900,usa,48
1391,49980,usa,27
1392,49994,usa,40
1393,50073,usa,35
1394,50129,other,35
1395,50141,usa,58
1396,50204,usa,36
1397,50205,usa,62
1398,50206,usa,36
1399,50225,usa,35
1400,50321,spain,40
1401,50330,germany,25
1402,50504,other,35
1403,50526,usa,30
1404,50533,usa,36
1405,50547,canada,32
1406,50550,usa,35
1407,50566,usa,27
1408,50612,usa,35
1409,50681,usa,50
1410,50714,usa,14
1411,50730,usa,35
1412,50749,unitedkingdom,35
1413,50823,usa,35
1414,50824,usa,71
1415,50849,canada,52
1416,50858,usa,19
1417,50859,usa,26
1418,50895,usa,35
1419,51082,usa,30
1420,51094,canada,35
1421,51100,usa,25
1422,51165,canada,35
1423,51192,usa,48
1424,51197,usa,35
1425,51224,usa,35
1426,51252,usa,35
1427,51350,other,35
1428,51365,usa,48
1429,51386,usa,41
1430,51440,usa,35
1431,51442,usa,35
1432,51449,unitedkingdom,26
1433,51463,unitedkingdom,35
1434,51481,germany,35
1435,51526,usa,34
1436,51571,usa,49
1437,51627,usa,24
1438,51665,usa,33
1439,51682,canada,35
1440,51742,usa,35
1441,51783,usa,36
1442,51803,canada,34
1443,51805,usa,36
1444,51826,usa,35
1445,51856,usa,59
1446,51962,usa,35
1447,51974,germany,35
1448,51992,usa,43
1449,52002,usa,35
1450,52011,canada,37
1451,52021,usa,27
1452,52044,usa,46
1453,52060,canada,38
1454,52159,usa,49
1455,52175,usa,35
1456,52199,usa,47
1457,52203,france,32
1458,52256,usa,17
1459,52293,usa,61
1460,52313,italy,35
1461,52323,germany,38
1462,52350,portugal,31
1463,52420,usa,28
1464,52435,usa,35
1465,52438,usa,35
1466,52472,usa,35
1467,52521,usa,38
1468,52525,usa,34
1469,52586,unitedkingdom,26
1470,52673,spain,26
1471,52807,canada,38
1472,52887,usa,35
1473,52917,usa,42
1474,52968,usa,33
1475,52994,usa,35
1476,53042,usa,59
1477,53069,other,35
1478,53077,usa,45
1479,53140,usa,35
1480,53220,usa,36
1481,53229,usa,35
1482,53236,usa,16
1483,53241,usa,35
1484,53256,usa,21
1485,53278,canada,34
1486,53281,canada,35
1487,53300,australia,15
1488,53304,usa,52
1489,53332,usa,41
1490,53377,usa,35
1491,53392,usa,34
1492,53414,usa,49
1493,53418,usa,28
1494,53430,usa,25
1495,53456,other,35
1496,53515,other,35
1497,53545,usa,35
1498,53575,usa,30
1499,53577,usa,35
1500,53590,switzerland,40
1501,53614,portugal,30
1502,53628,france,22
1503,53664,canada,35
1504,53724,usa,27
1505,53729,australia,35
1506,53846,usa,55
1507,53934,other,27
1508,54005,usa,59
1509,54076,canada,35
1510,54116,germany,43
1511,54193,usa,27
1512,54206,usa,24
1513,54218,germany,27
1514,54222,usa,35
1515,54283,usa,33
1516,54335,usa,43
1517,54374,canada,24
1518,54453,usa,35
1519,54497,usa,48
1520,54511,usa,50
1521,54547,usa,36
1522,54564,usa,34
1523,54578,other,35
1524,54589,usa,49
1525,54605,usa,35
1526,54622,malaysia,35
1527,54624,usa,34
1528,54652,usa,30
1529,54731,switzerland,28
1530,54884,usa,33
1531,54889,usa,35
1532,54898,usa,35
1533,54968,netherlands,35
1534,54997,usa,31
1535,55006,canada,34
1536,55027,usa,44
1537,55065,usa,31
1538,55075,usa,33
1539,55097,usa,35
1540,55142,usa,47
1541,55178,usa,25
1542,55187,usa,48
1543,55197,other,37
1544,55202,usa,35
1545,55203,usa,57
1546,55217,spain,26
1547,55244,switzerland,35
1548,55270,usa,35
1549,55272,usa,35
1550,55375,canada,18
1551,55407,usa,35
1552,55408,usa,35
1553,55409,unitedkingdom,31
1554,55421,usa,35
1555,55438,usa,42
1556,55448,usa,35
1557,55486,usa,35
1558,55487,usa,37
1559,55490,usa,25
1560,55493,canada,35
1561,55550,usa,42
1562,55559,usa,34
1563,55562,usa,35
1564,55607,usa,35
1565,55631,usa,35
1566,55734,canada,37
1567,55751,usa,35
1568,55779,usa,43
1569,55787,usa,35
1570,55789,usa,35
1571,55799,canada,35
1572,55858,canada,28
1573,55892,usa,45
1574,55927,usa,17
1575,55955,china,38
1576,55973,usa,35
1577,56039,france,34
1578,56157,usa,36
1579,56193,usa,34
1580,56198,usa,41
1581,56201,usa,65
1582,56213,usa,35
1583,56246,canada,37
1584,56271,unitedkingdom,22
1585,56272,canada,19
1586,56276,spain,19
1587,56307,usa,35
1588,56360,austria,35
1589,56391,usa,40
1590,56470,germany,30
1591,56554,usa,39
1592,56625,usa,26
1593,56654,usa,35
1594,56661,usa,35
1595,56804,newzealand,35
1596,56874,canada,15
1597,56917,usa,2
1598,56985,usa,34
1599,57006,usa,30
1600,57072,usa,56
1601,57105,usa,32
1602,57108,usa,38
1603,57148,unitedkingdom,24
1604,57200,usa,35
1605,57234,usa,35
1606,57255,usa,35
1607,57302,usa,32
1608,57305,other,52
1609,57354,usa,38
1610,57398,usa,39
1611,57412,portugal,25
1612,57423,usa,35
1613,57449,germany,29
1614,57599,usa,27
1615,57612,unitedkingdom,34
1616,57620,other,35
1617,57713,usa,52
1618,57725,usa,43
1619,57726,usa,19
1620,57833,usa,58
1621,57959,usa,35
1622,57976,usa,35
1623,58062,usa,52
1624,58067,other,26
1625,58142,usa,43
1626,58156,usa,58
1627,58168,germany,37
1628,58224,usa,35
1629,58236,other,35
1630,58255,usa,14
1631,58363,usa,81
1632,58389,usa,57
1633,58458,unitedkingdom,23
1634,58482,usa,35
1635,58497,france,26
1636,58516,usa,30
1637,58529,usa,36
1638,58594,usa,33
1639,58612,usa,54
1640,58641,usa,21
1641,58646,usa,35
1642,58756,usa,47
1643,58768,canada,35
1644,58790,usa,56
1645,58792,usa,35
1646,58834,australia,56
1647,58855,usa,38
1648,58898,usa,38
1649,58911,usa,58
1650,58961,usa,34
1651,59034,usa,40
1652,59038,usa,28
1653,59059,usa,19
1654,59147,unitedkingdom,32
1655,59148,usa,35
1656,59150,canada,37
1657,59180,usa,55
1658,59189,usa,33
1659,59206,unitedkingdom,35
1660,59208,usa,43
1661,59209,canada,41
1662,59269,usa,35
1663,59297,usa,34
1664,59305,usa,27
1665,59390,usa,35
1666,59438,canada,13
1667,59499,usa,38
1668,59504,usa,39
1669,59524,usa,35
1670,59612,usa,35
1671,59616,australia,35
1672,59656,usa,53
1673,59727,usa,24
1674,59763,usa,43
1675,59770,usa,35
1676,59812,usa,48
1677,59820,usa,24
1678,59885,usa,31
1679,59895,other,35
1680,59912,usa,27
1681,59933,canada,66
1682,59967,unitedkingdom,28
1683,59971,usa,27
1684,60029,usa,42
1685,60041,usa,29
1686,60050,usa,40
1687,60064,usa,35
1688,60083,usa,53
1689,60098,usa,35
1690,60114,usa,35
1691,60130,usa,41
1692,60157,usa,35
1693,60168,usa,35
1694,60178,usa,47
1695,60251,usa,33
1696,60263,usa,52
1697,60278,usa,35
1698,60307,usa,46
1699,60319,usa,35
1700,60337,usa,50
1701,60392,usa,43
1702,60424,unitedkingdom,35
1703,60427,unitedkingdom,37
1704,60445,usa,31
1705,60475,usa,35
1706,60569,usa,41
1707,60583,usa,35
1708,60621,usa,57
1709,60631,usa,34
1710,60703,usa,30
1711,60707,usa,38
1712,60787,france,35
1713,60797,unitedkingdom,24
1714,60809,france,33
1715,60823,usa,49
1716,60858,usa,25
1717,60905,singapore,27
1718,60941,usa,35
1719,60944,usa,35
1720,60970,other,35
1721,60977,usa,35
1722,60978,canada,35
1723,61021,canada,38
1724,61028,usa,50
1725,61038,usa,53
1726,61042,usa,35
1727,61107,usa,41
1728,61147,austria,44
1729,61211,usa,65
1730,61257,usa,25
1731,61296,usa,24
1732,61354,usa,47
1733,61427,usa,35
1734,61524,canada,25
1735,61604,usa,37
1736,61667,unitedkingdom,44
1737,61668,usa,41
1738,61704,usa,58
1739,61762,germany,35
1740,61775,usa,35
1741,61783,spain,50
1742,61798,usa,35
1743,61845,usa,35
1744,61852,usa,52
1745,61854,usa,35
1746,61901,usa,63
1747,61910,usa,44
1748,62009,usa,35
1749,62109,netherlands,48
1750,62172,canada,19
1751,62193,usa,35
1752,62239,canada,9
1753,62272,usa,30
1754,62303,ireland,31
1755,62316,usa,29
1756,62339,australia,35
1757,62348,usa,67
1758,62378,usa,35
1759,62381,usa,57
1760,62426,unitedkingdom,35
1761,62457,usa,35
1762,62464,usa,26
1763,62542,usa,40
1764,62546,usa,30
1765,62558,usa,35
1766,62582,usa,37
1767,62662,usa,39
1768,62680,usa,27
1769,62688,usa,31
1770,62755,usa,50
1771,62833,usa,16
1772,62862,usa,47
1773,62881,usa,39
1774,62891,usa,27
1775,62895,unitedkingdom,39
1776,62958,usa,23
1777,62966,usa,23
1778,62968,usa,23
1779,63004,usa,44
1780,63044,usa,35
1781,63243,canada,33
1782,63293,usa,37
1783,63360,usa,29
1784,63389,usa,25
1785,63394,usa,22
1786,63404,usa,51
1787,63494,usa,23
1788,63506,canada,35
1789,63507,usa,35
1790,63595,other,41
1791,63625,usa,15
1792,63644,australia,35
1793,63665,switzerland,24
1794,63765,unitedkingdom,46
1795,63849,unitedkingdom,48
1796,63854,canada,45
1797,63865,usa,39
1798,63938,usa,35
1799,63956,usa,28
1800,63993,usa,43
1801,63997,usa,36
1802,64010,canada,35
1803,64015,canada,28
1804,64120,usa,35
1805,64126,usa,31
1806,64137,usa,41
1807,64241,usa,43
1808,64261,usa,35
1809,64270,usa,35
1810,64310,usa,46
1811,64316,unitedkingdom,21
1812,64320,usa,35
1813,64333,france,27
1814,64346,usa,35
1815,64373,france,21
1816,64396,usa,35
1817,64417,germany,35
1818,64435,usa,51
1819,64436,usa,36
1820,64440,usa,34
1821,64625,usa,43
1822,64629,usa,57
1823,64679,usa,35
1824,64726,france,27
1825,64763,usa,43
1826,64943,usa,33
1827,64946,usa,34
1828,64948,other,35
1829,64982,usa,35
1830,65032,usa,17
1831,65038,usa,28
1832,65068,usa,61
1833,65138,usa,35
1834,65145,usa,54
1835,65191,usa,35
1836,65208,usa,30
1837,65228,usa,58
1838,65238,usa,31
1839,65244,canada,31
1840,65258,usa,42
1841,65322,usa,35
1842,65444,usa,56
1843,65484,usa,51
1844,65549,usa,35
1845,65584,usa,26
1846,65663,usa,32
1847,65665,australia,40
1848,65710,switzerland,34
1849,65752,canada,18
1850,65769,other,36
1851,65791,usa,29
1852,65817,usa,35
1853,65877,usa,35
1854,65913,usa,48
1855,65946,usa,35
1856,66055,usa,32
1857,66073,usa,28
1858,66113,usa,33
1859,66129,usa,29
1860,66161,usa,53
1861,66255,switzerland,25
1862,66323,usa,34
1863,66385,usa,35
1864,66387,usa,52
1865,66443,canada,29
1866,66483,germany,16
1867,66485,germany,35
1868,66518,usa,35
1869,66574,usa,27
1870,66591,usa,35
1871,66640,usa,42
1872,66680,usa,67
1873,66696,usa,35
1874,66725,usa,35
1875,66765,canada,39
1876,66789,usa,55
1877,66797,usa,28
1878,66842,usa,31
1879,66853,canada,39
1880,66878,usa,42
1881,66883,usa,35
1882,66942,malaysia,31
1883,66945,usa,26
1884,67034,usa,57
1885,67079,unitedkingdom,35
1886,67085,canada,35
1887,67111,germany,36
1888,67174,usa,20
1889,67198,usa,13
1890,67236,usa,38
1891,67270,canada,35
1892,67288,usa,26
1893,67296,usa,39
1894,67298,usa,51
1895,67351,usa,28
1896,67354,usa,30
1897,67358,usa,35
1898,67397,usa,50
1899,67402,usa,35
1900,67403,usa,31
1901,67415,usa,29
1902,67442,usa,32
1903,67515,usa,45
1904,67542,usa,60
1905,67547,usa,42
1906,67591,other,35
1907,67627,usa,35
1908,67663,other,47
1909,67677,usa,50
1910,67694,usa,44
1911,67749,usa,13
1912,67775,usa,35
1913,67782,usa,12
1914,67838,canada,49
1915,67840,usa,50
1916,67910,usa,35
1917,67930,other,35
1918,67958,usa,39
1919,67992,unitedkingdom,38
1920,67997,usa,53
1921,68000,canada,10
1922,68054,usa,53
1923,68128,usa,35
1924,68156,usa,34
1925,68185,usa,22
1926,68240,usa,64
1927,68249,usa,50
1928,68256,usa,28
1929,68309,usa,43
1930,68383,usa,35
1931,68436,usa,49
1932,68478,usa,32
1933,68491,unitedkingdom,35
1934,68498,germany,35
1935,68561,usa,59
1936,68568,usa,46
1937,68581,usa,52
1938,68760,usa,35
1939,68768,other,35
1940,68811,canada,35
1941,68846,usa,29
1942,68886,usa,37
1943,68887,unitedkingdom,35
1944,68943,usa,35
1945,68984,usa,26
1946,68998,usa,43
1947,69023,usa,25
1948,69056,usa,35
1949,69076,spain,31
1950,69089,australia,28
1951,69156,usa,31
1952,69180,usa,50
1953,69188,usa,35
1954,69211,usa,35
1955,69232,usa,55
1956,69252,canada,35
1957,69310,canada,35
1958,69378,usa,46
1959,69389,usa,29
1960,69405,netherlands,36
1961,69554,other,35
1962,69593,usa,44
1963,69600,usa,30
1964,69627,usa,29
1965,69658,usa,39
1966,69684,usa,33
1967,69709,usa,35
1968,69721,usa,32
1969,69775,usa,41
1970,69808,france,34
1971,69810,netherlands,36
1972,69933,usa,35
1973,69945,usa,51
1974,69967,canada,41
1975,69986,usa,35
1976,70014,usa,35
1977,70052,canada,30
1978,70063,other,35
1979,70065,canada,19
1980,70183,canada,25
1981,70192,usa,61
1982,70205,usa,35
1983,70222,canada,56
1984,70238,germany,26
1985,70302,usa,24
1986,70318,usa,31
1987,70345,usa,35
1988,70379,usa,35
1989,70401,usa,23
1990,70402,usa,36
1991,70415,usa,57
1992,70448,usa,17
1993,70477,usa,31
1994,70538,usa,35
1995,70541,germany,26
1996,70564,usa,35
1997,70585,sweden,46
1998,70594,canada,53
1999,70628,other,35
2000,70649,usa,31
2001,70666,usa,18
2002,70703,portugal,33
2003,70713,australia,49
2004,70740,other,35
2005,70796,spain,26
2006,70864,usa,45
2007,70931,usa,36
2008,70947,usa,58
2009,70999,usa,57
2010,71081,canada,35
2011,71102,unitedkingdom,23
2012,71162,canada,40
2013,71183,ireland,32
2014,71207,usa,35
2015,71227,canada,35
2016,71234,usa,30
2017,71261,usa,29
2018,71285,spain,28
2019,71470,canada,62
2020,71490,usa,23
2021,71497,usa,35
2022,71522,usa,37
2023,71568,canada,28
2024,71587,usa,35
2025,71591,usa,35
2026,71628,usa,35
2027,71634,usa,59
2028,71662,usa,22
2029,71712,usa,26
2030,71739,germany,34
2031,71752,usa,20
2032,71786,usa,29
2033,71799,usa,29
2034,71800,usa,35
2035,71831,usa,21
2036,71853,usa,23
2037,71897,usa,35
2038,71900,usa,35
2039,71902,usa,35
2040,71940,germany,35
2041,72028,usa,35
2042,72100,usa,37
2043,72183,usa,35
2044,72190,usa,35
2045,72214,canada,40
2046,72238,usa,35
2047,72282,canada,50
2048,72296,usa,33
2049,72352,spain,49
2050,72368,usa,15
2051,72451,unitedkingdom,51
2052,72470,usa,39
2053,72523,usa,35
2054,72529,usa,38
2055,72530,usa,42
2056,72531,usa,48
2057,72575,usa,35
2058,72601,germany,24
2059,72636,usa,35
2060,72707,finland,24
2061,72742,usa,35
2062,72770,australia,32
2063,72785,usa,39
2064,72863,netherlands,33
2065,72990,usa,31
2066,72999,germany,42
2067,73012,usa,35
2068,73044,canada,35
2069,73053,usa,36
2070,73056,usa,35
2071,73127,usa,21
2072,73157,usa,20
2073,73196,usa,35
2074,73224,usa,42
2075,73292,usa,33
2076,73330,usa,29
2077,73331,usa,35
2078,73464,germany,28
2079,73467,canada,56
2080,73469,canada,56
2081,73479,usa,16
2082,73490,usa,35
2083,73532,usa,34
2084,73548,usa,35
2085,73588,usa,38
2086,73603,other,56
2087,73651,usa,35
2088,73681,portugal,27
2089,73691,usa,20
2090,73741,usa,30
2091,73798,usa,33
2092,73840,usa,53
2093,73923,usa,29
2094,74026,usa,21
2095,74056,usa,24
2096,74093,usa,23
2097,74106,usa,64
2098,74172,france,20
2099,74185,usa,28
2100,74187,usa,26
2101,74215,france,26
2102,74238,usa,46
2103,74286,usa,23
2104,74328,usa,40
2105,74356,usa,28
2106,74413,usa,35
2107,74453,usa,61
2108,74466,usa,32
2109,74493,usa,28
2110,74505,france,26
2111,74579,usa,35
2112,74630,canada,20
2113,74655,austria,32
2114,74665,usa,35
2115,74689,usa,39
2116,74691,usa,49
2117,74709,usa,21
2118,74758,usa,24
2119,74833,germany,35
2120,74849,usa,2
2121,74908,portugal,18
2122,74911,usa,25
2123,75013,usa,35
2124,75081,usa,29
2125,75089,usa,35
2126,75091,usa,29
2127,75096,usa,28
2128,75115,germany,31
2129,75119,usa,58
2130,75149,usa,36
2131,75177,usa,35
2132,75251,usa,16
2133,75306,canada,35
2134,75339,germany,35
2135,75355,germany,35
2136,75429,usa,22
2137,75485,usa,27
2138,75486,usa,35
2139,75491,usa,26
2140,75534,usa,53
2141,75551,usa,31
2142,75568,other,35
2143,75591,usa,33
2144,75595,netherlands,35
2145,75701,usa,56
2146,75771,usa,35
2147,75777,china,28
2148,75783,usa,35
2149,75819,usa,35
2150,75833,germany,66
2151,75842,usa,42
2152,75860,usa,30
2153,75875,usa,24
2154,75951,other,35
2155,75954,germany,35
2156,75980,usa,32
2157,76019,unitedkingdom,28
2158,76102,usa,33
2159,76122,canada,46
2160,76151,usa,49
2161,76158,france,22
2162,76168,usa,35
2163,76173,canada,71
2164,76218,usa,35
2165,76223,portugal,25
2166,76253,usa,28
2167,76259,usa,35
2168,76350,unitedkingdom,20
2169,76351,usa,34
2170,76458,usa,35
2171,76482,usa,35
2172,76483,usa,37
2173,76530,usa,55
2174,76532,usa,36
2175,76575,spain,44
2176,76576,usa,17
2177,76710,usa,57
2178,76741,canada,28
2179,76798,france,17
2180,76803,other,35
2181,76818,usa,49
2182,76873,usa,23
2183,76888,usa,19
2184,76890,usa,35
2185,76942,usa,25
2186,76957,usa,59
2187,77039,spain,35
2188,77040,usa,35
2189,77052,usa,25
2190,77082,usa,21
2191,77181,usa,33
2192,77270,usa,18
2193,77304,canada,79
2194,77383,canada,25
2195,77424,canada,29
2196,77480,usa,51
2197,77491,usa,25
2198,77499,usa,35
2199,77530,canada,38
2200,77676,other,35
2201,77724,usa,43
2202,77757,canada,35
2203,77772,usa,13
2204,77809,usa,29
2205,77840,usa,27
2206,77860,usa,33
2207,77886,usa,38
2208,77971,usa,60
2209,78015,usa,32
2210,78328,usa,24
2211,78440,usa,52
2212,78448,usa,35
2213,78469,usa,35
2214,78496,usa,35
2215,78553,usa,40
2216,78589,usa,35
2217,78619,australia,37
2218,78719,usa,21
2219,78755,germany,53
2220,78761,germany,34
2221,78772,germany,36
2222,78777,usa,35
2223,78841,usa,42
2224,78846,usa,58
2225,78901,usa,31
2226,78941,austria,39
2227,79009,usa,35
2228,79055,usa,47
2229,79089,usa,29
2230,79099,usa,40
2231,79182,usa,29
2232,79186,usa,37
2233,79188,other,51
2234,79215,usa,35
2235,79266,usa,35
2236,79285,usa,35
2237,79366,usa,35
2238,79441,canada,43
2239,79475,usa,37
2240,79506,usa,55
2241,79527,canada,25
2242,79556,unitedkingdom,27
2243,79590,germany,35
2244,79680,germany,26
2245,79724,usa,35
2246,79736,usa,26
2247,79740,usa,24
2248,79747,usa,57
2249,79754,usa,58
2250,79842,usa,34
2251,79854,unitedkingdom,29
2252,79916,usa,18
2253,79923,canada,35
2254,79933,germany,38
2255,79942,australia,26
2256,79957,usa,55
2257,79961,usa,23
2258,79977,usa,35
2259,80061,switzerland,29
2260,80066,unitedkingdom,44
2261,80071,usa,28
2262,80075,germany,35
2263,80105,usa,39
2264,80202,usa,35
2265,80203,usa,34
2266,80234,usa,35
2267,80266,germany,42
2268,80323,usa,35
2269,80371,australia,50
2270,80453,usa,24
2271,80477,usa,39
2272,80516,usa,36
2273,80538,portugal,32
2274,80555,unitedkingdom,20
2275,80603,spain,31
2276,80642,usa,43
2277,80661,other,35
2278,80683,usa,27
2279,80684,usa,35
2280,80690,usa,35
2281,80692,usa,42
2282,80704,usa,18
2283,80754,germany,26
2284,80776,usa,65
2285,80810,usa,33
2286,80820,usa,35
2287,80826,usa,41
2288,80837,usa,34
2289,80908,spain,30
2290,80929,usa,21
2291,80945,germany,46
2292,80954,usa,35
2293,80996,usa,35
2294,81015,canada,15
2295,81045,usa,35
2296,81064,usa,44
2297,81088,unitedkingdom,18
2298,81121,usa,35
2299,81128,germany,44
2300,81136,usa,41
2301,81207,portugal,20
2302,81216,usa,35
2303,81249,canada,35
2304,81263,china,17
2305,81274,unitedkingdom,28
2306,81298,usa,20
2307,81303,usa,26
2308,81318,usa,25
2309,81368,usa,28
2310,81370,usa,35
2311,81434,usa,35
2312,81456,canada,31
2313,81459,usa,35
2314,81460,usa,10
2315,81481,germany,34
2316,81531,usa,35
2317,81540,usa,35
2318,81560,newzealand,35
2319,81564,usa,35
2320,81580,usa,35
2321,81597,usa,35
2322,81609,usa,57
2323,81611,usa,45
2324,81672,usa,35
2325,81682,other,36
2326,81771,usa,37
2327,81845,unitedkingdom,34
2328,81848,usa,35
2329,81854,usa,22
2330,81855,unitedkingdom,42
2331,81865,canada,27
2332,81950,austria,23
2333,81977,usa,34
2334,82001,usa,35
2335,82080,usa,44
2336,82082,australia,32
2337,82123,usa,30
2338,82164,canada,46
2339,82171,belgium,26
2340,82192,australia,35
2341,82391,usa,41
2342,82398,usa,69
2343,82407,usa,35
2344,82497,usa,47
2345,82511,italy,35
2346,82608,usa,35
2347,82659,usa,51
2348,82673,usa,23
2349,82699,canada,32
2350,82752,germany,23
2351,82795,usa,35
2352,82808,australia,24
2353,82825,usa,38
2354,82831,usa,21
2355,82841,usa,35
2356,82917,usa,35
2357,82926,usa,35
2358,82942,usa,35
2359,82955,usa,35
2360,82968,canada,32
2361,83034,usa,35
2362,83069,unitedkingdom,35
2363,83109,canada,35
2364,83110,usa,45
2365,83156,usa,59
2366,83178,usa,52
2367,83214,usa,35
2368,83235,usa,35
2369,83239,canada,21
2370,83252,usa,35
2371,83287,usa,45
2372,83306,canada,69
2373,83314,germany,33
2374,83428,usa,32
2375,83431,canada,35
2376,83443,other,35
2377,83467,usa,60
2378,83496,usa,35
2379,83561,usa,41
2380,83589,usa,62
2381,83637,usa,57
2382,83646,usa,34
2383,83666,usa,33
2384,83671,other,52
2385,83707,usa,31
2386,83743,unitedkingdom,30
2387,83754,usa,65
2388,84024,usa,37
2389,84126,germany,40
2390,84146,netherlands,37
2391,84178,usa,44
2392,84191,other,35
2393,84201,usa,39
2394,84308,netherlands,48
2395,84427,usa,58
2396,84476,usa,16
2397,84479,usa,25
2398,84523,other,30
2399,84627,usa,37
2400,84716,other,44
2401,84727,usa,58
2402,84729,usa,55
2403,84770,canada,35
2404,84795,other,35
2405,84820,usa,35
2406,84831,germany,7
2407,84866,unitedkingdom,35
2408,84867,germany,34
2409,84880,usa,35
2410,84882,usa,35
2411,84897,usa,35
2412,84900,hongkong,37
2413,85033,canada,30
2414,85043,usa,35
2415,85132,usa,35
2416,85256,usa,37
2417,85280,usa,38
2418,85294,germany,54
2419,85367,usa,17
2420,85426,usa,23
2421,85433,germany,33
2422,85455,usa,35
2423,85502,usa,35
2424,85526,canada,36
2425,85534,usa,49
2426,85554,usa,35
2427,85587,usa,49
2428,85616,usa,25
2429,85656,usa,41
2430,85701,usa,37
2431,85757,usa,40
2432,85787,usa,21
2433,85833,usa,57
2434,85851,usa,41
2435,85872,australia,36
2436,85905,usa,35
2437,85944,newzealand,23
2438,85962,canada,20
2439,85992,usa,18
2440,85993,usa,40
2441,86033,australia,26
2442,86051,usa,35
2443,86093,usa,25
2444,86107,usa,35
2445,86123,canada,35
2446,86136,usa,62
2447,86145,usa,45
2448,86159,canada,35
2449,86170,usa,47
2450,86189,usa,35
2451,86202,australia,26
2452,86219,germany,26
2453,86242,usa,24
2454,86243,newzealand,35
2455,86247,usa,37
2456,86303,usa,31
2457,86392,canada,25
2458,86408,usa,39
2459,86418,usa,35
2460,86419,usa,48
2461,86481,usa,29
2462,86489,usa,26
2463,86538,usa,58
2464,86548,romania,24
2465,86555,usa,44
2466,86583,germany,31
2467,86641,usa,39
2468,86680,usa,38
2469,86683,spain,19
2470,86720,canada,35
2471,86792,usa,37
2472,86835,other,35
2473,86928,usa,32
2474,86931,usa,32
2475,86947,usa,71
2476,86959,usa,29
2477,86965,canada,35
2478,86969,usa,59
2479,87036,germany,46
2480,87037,usa,35
2481,87051,usa,31
2482,87108,usa,43
2483,87143,usa,53
2484,87147,usa,47
2485,87155,usa,23
2486,87257,usa,35
2487,87351,usa,28
2488,87491,australia,13
2489,87540,usa,52
2490,87549,usa,35
2491,87579,usa,38
2492,87688,usa,35
2493,87690,usa,36
2494,87707,france,23
2495,87712,canada,19
2496,87729,portugal,24
2497,87747,canada,23
2498,87820,usa,49
2499,87911,usa,20
2500,87929,usa,25
2501,87938,malaysia,15
2502,87949,usa,44
2503,87964,usa,56
2504,87974,usa,25
2505,88012,usa,35
2506,88066,usa,21
2507,88122,usa,30
2508,88187,usa,36
2509,88229,usa,44
2510,88243,usa,35
2511,88283,germany,24
2512,88288,usa,35
2513,88330,usa,35
2514,88389,usa,77
2515,88412,canada,36
2516,88416,other,35
2517,88435,philippines,19
2518,88620,netherlands,27
2519,88652,usa,83
2520,88677,canada,44
2521,88686,usa,35
2522,88693,china,30
2523,88729,usa,31
2524,88738,usa,35
2525,88767,usa,41
2526,88793,usa,25
2527,88797,usa,35
2528,88879,usa,45
2529,88937,usa,39
2530,88976,usa,43
2531,88979,germany,44
2532,88993,canada,76
2533,89014,usa,35
2534,89057,usa,35
2535,89093,australia,35
2536,89103,usa,35
2537,89179,italy,31
2538,89192,netherlands,34
2539,89207,unitedkingdom,26
2540,89307,usa,61
2541,89339,spain,37
2542,89361,germany,25
2543,89391,usa,35
2544,89507,usa,30
2545,89551,usa,29
2546,89558,spain,28
2547,89602,usa,35
2548,89634,usa,35
2549,89761,italy,54
2550,89851,usa,35
2551,89852,usa,23
2552,89867,canada,28
2553,89869,usa,40
2554,89870,usa,35
2555,89917,usa,31
2556,90049,canada,30
2557,90072,australia,27
2558,90075,usa,57
2559,90088,usa,28
2560,90090,usa,26
2561,90105,france,35
2562,90134,usa,31
2563,90137,usa,40
2564,90159,spain,35
2565,90174,usa,30
2566,90192,usa,30
2567,90198,other,34
2568,90232,france,23
2569,90277,france,23
2570,90286,australia,26
2571,90300,other,34
2572,90322,usa,35
2573,90391,usa,41
2574,90417,usa,40
2575,90423,usa,50
2576,90467,usa,35
2577,90471,usa,31
2578,90534,italy,35
2579,90614,usa,30
2580,90616,usa,35
2581,90653,usa,29
2582,90657,usa,35
2583,90694,germany,36
2584,90731,usa,29
2585,90766,other,35
2586,90776,usa,18
2587,90784,usa,35
2588,90915,other,49
2589,91002,usa,37
2590,91017,other,54
2591,91023,usa,35
2592,91026,ireland,40
2593,91058,usa,63
2594,91100,usa,33
2595,91103,usa,35
2596,91113,usa,26
